Company,Website,Industry,Product/service,Business type,Employee count,Revenue,Year founded,BBB rating,Street,City,State,Company phone,Company linkedin,Owner's First Name,Owner's  Last name,Owner's title,Owner's linkedin,Owner's  phone,Owner's  email,Source,Converted
Company_464,www.company_464.com,Education,Medical Equipment,B2B,1748,63674747,1965,A+,289 Main St,City_4,FL,-4768,https://linkedin.com/company/company_464,First407,Last566,Founder,https://linkedin.com/in/first407last566,-2435,first407.last566@company_464.com,Cold Email,1
Company_465,www.company_465.com,Manufacturing,Online Courses,B2B,1811,54802250,1980,B,300 Main St,City_45,FL,-6131,https://linkedin.com/company/company_465,First602,Last536,VP Sales,https://linkedin.com/in/first602last536,-6642,first602.last536@company_465.com,Referral,0
Company_466,www.company_466.com,Finance,Consulting,B2B,1341,19210863,1979,A,557 Main St,City_18,FL,-2698,https://linkedin.com/company/company_466,First777,Last988,CEO,https://linkedin.com/in/first777last988,-6645,first777.last988@company_466.com,Referral,0
Company_467,www.company_467.com,Manufacturing,Software,B2C,667,87844964,1955,C,733 Main St,City_4,TX,-9775,https://linkedin.com/company/company_467,First899,Last421,Founder,https://linkedin.com/in/first899last421,-3408,first899.last421@company_467.com,LinkedIn,0
Company_468,www.company_468.com,Retail,Online Courses,B2C,461,45378419,1955,A+,723 Main St,City_63,TX,-5860,https://linkedin.com/company/company_468,First413,Last148,Marketing Director,https://linkedin.com/in/first413last148,-9672,first413.last148@company_468.com,Webinar,0
Company_469,www.company_469.com,Retail,Consumer Goods,B2C,1480,65155568,1990,A+,515 Main St,City_86,TX,-9856,https://linkedin.com/company/company_469,First708,Last244,CEO,https://linkedin.com/in/first708last244,-4346,first708.last244@company_469.com,Website,1
Company_470,www.company_470.com,Finance,Medical Equipment,B2C,767,42099675,1963,A+,324 Main St,City_18,TX,-3375,https://linkedin.com/company/company_470,First319,Last288,VP Sales,https://linkedin.com/in/first319last288,-2118,first319.last288@company_470.com,Website,1
Company_471,www.company_471.com,Retail,Software,B2B,1075,65420191,1979,A+,380 Main St,City_28,IL,-4097,https://linkedin.com/company/company_471,First793,Last846,Founder,https://linkedin.com/in/first793last846,-3326,first793.last846@company_471.com,Cold Email,0
Company_472,www.company_472.com,Retail,Online Courses,B2B,1021,12579981,2007,A+,705 Main St,City_41,NY,-9863,https://linkedin.com/company/company_472,First936,Last844,VP Sales,https://linkedin.com/in/first936last844,-7561,first936.last844@company_472.com,Website,1
Company_473,www.company_473.com,Finance,Financial Services,B2C,409,46277493,1994,B,602 Main St,City_81,FL,-8234,https://linkedin.com/company/company_473,First811,Last163,CEO,https://linkedin.com/in/first811last163,-8496,first811.last163@company_473.com,Cold Email,1
Company_474,www.company_474.com,Retail,Financial Services,B2C,788,49276816,1967,A+,582 Main St,City_59,FL,-7297,https://linkedin.com/company/company_474,First901,Last583,CEO,https://linkedin.com/in/first901last583,-8314,first901.last583@company_474.com,Ad Campaign,0
Company_475,www.company_475.com,Healthcare,Consulting,B2B,1728,97528812,1953,A+,857 Main St,City_2,IL,-10588,https://linkedin.com/company/company_475,First52,Last941,Founder,https://linkedin.com/in/first52last941,-3973,first52.last941@company_475.com,Website,0
Company_476,www.company_476.com,Healthcare,Medical Equipment,B2C,579,83092103,1961,B,240 Main St,City_43,FL,-1741,https://linkedin.com/company/company_476,First407,Last651,CEO,https://linkedin.com/in/first407last651,-11088,first407.last651@company_476.com,Website,0
Company_477,www.company_477.com,Technology,Consulting,B2C,724,24793539,1977,A,729 Main St,City_93,IL,-7991,https://linkedin.com/company/company_477,First182,Last984,VP Sales,https://linkedin.com/in/first182last984,-8174,first182.last984@company_477.com,Webinar,0
Company_478,www.company_478.com,Manufacturing,Medical Equipment,B2C,1409,19887044,1978,A+,294 Main St,City_15,TX,-7411,https://linkedin.com/company/company_478,First767,Last851,CEO,https://linkedin.com/in/first767last851,-7158,first767.last851@company_478.com,Cold Email,1
Company_479,www.company_479.com,Technology,Online Courses,B2B,169,43740858,2004,A+,384 Main St,City_20,FL,-7242,https://linkedin.com/company/company_479,First799,Last989,CTO,https://linkedin.com/in/first799last989,-5224,first799.last989@company_479.com,Ad Campaign,1
Company_480,www.company_480.com,Retail,Consulting,B2B,1174,63908437,1979,A+,144 Main St,City_19,IL,-3611,https://linkedin.com/company/company_480,First526,Last21,CEO,https://linkedin.com/in/first526last21,-4867,first526.last21@company_480.com,LinkedIn,1
Company_481,www.company_481.com,Healthcare,Consumer Goods,B2B,1395,68979267,1968,A,649 Main St,City_70,CA,-4958,https://linkedin.com/company/company_481,First230,Last259,Marketing Director,https://linkedin.com/in/first230last259,-2818,first230.last259@company_481.com,Cold Email,0
Company_482,www.company_482.com,Retail,Consumer Goods,B2C,1078,94555633,1954,A,954 Main St,City_75,IL,-4011,https://linkedin.com/company/company_482,First873,Last358,VP Sales,https://linkedin.com/in/first873last358,-8228,first873.last358@company_482.com,Cold Email,1
Company_483,www.company_483.com,Healthcare,Online Courses,B2C,1635,84586278,2017,A,246 Main St,City_94,FL,-7048,https://linkedin.com/company/company_483,First407,Last599,CEO,https://linkedin.com/in/first407last599,-2238,first407.last599@company_483.com,Referral,0
Company_484,www.company_484.com,Manufacturing,Consumer Goods,B2C,1912,38505257,1951,A,293 Main St,City_60,FL,-2989,https://linkedin.com/company/company_484,First624,Last290,Founder,https://linkedin.com/in/first624last290,-1759,first624.last290@company_484.com,Website,1
Company_485,www.company_485.com,Technology,Online Courses,B2B,1116,46370592,1960,A+,986 Main St,City_85,TX,-10025,https://linkedin.com/company/company_485,First656,Last333,Founder,https://linkedin.com/in/first656last333,-9917,first656.last333@company_485.com,Cold Email,1
Company_486,www.company_486.com,Retail,Consumer Goods,B2C,996,55150560,1996,A+,280 Main St,City_71,FL,-8754,https://linkedin.com/company/company_486,First784,Last247,CEO,https://linkedin.com/in/first784last247,-9809,first784.last247@company_486.com,Webinar,0
Company_487,www.company_487.com,Finance,Consumer Goods,B2C,16,87003273,1976,A,980 Main St,City_54,CA,-4747,https://linkedin.com/company/company_487,First672,Last510,Founder,https://linkedin.com/in/first672last510,-6338,first672.last510@company_487.com,Cold Email,0
Company_488,www.company_488.com,Finance,Online Courses,B2C,1409,20949083,1991,B,907 Main St,City_97,FL,-11148,https://linkedin.com/company/company_488,First726,Last586,CTO,https://linkedin.com/in/first726last586,-3190,first726.last586@company_488.com,Cold Email,1
Company_489,www.company_489.com,Retail,Consumer Goods,B2B,1562,24565875,1976,A,652 Main St,City_80,IL,-7112,https://linkedin.com/company/company_489,First929,Last964,Founder,https://linkedin.com/in/first929last964,-8275,first929.last964@company_489.com,Webinar,1
Company_490,www.company_490.com,Education,Consulting,B2B,592,58865512,1959,A+,963 Main St,City_98,IL,-9879,https://linkedin.com/company/company_490,First132,Last759,Founder,https://linkedin.com/in/first132last759,-3244,first132.last759@company_490.com,Website,0
Company_491,www.company_491.com,Manufacturing,Consulting,B2C,1106,98386785,1978,A,626 Main St,City_12,NY,-4138,https://linkedin.com/company/company_491,First364,Last229,Founder,https://linkedin.com/in/first364last229,-6325,first364.last229@company_491.com,LinkedIn,0
Company_492,www.company_492.com,Education,Medical Equipment,B2C,1897,30860593,1963,A,773 Main St,City_58,IL,-7814,https://linkedin.com/company/company_492,First872,Last121,VP Sales,https://linkedin.com/in/first872last121,-8876,first872.last121@company_492.com,Referral,1
Company_493,www.company_493.com,Retail,Financial Services,B2B,852,50485335,1982,A,263 Main St,City_20,NY,-10407,https://linkedin.com/company/company_493,First513,Last123,VP Sales,https://linkedin.com/in/first513last123,-10384,first513.last123@company_493.com,Webinar,1
Company_494,www.company_494.com,Education,Online Courses,B2B,703,77568612,2017,C,760 Main St,City_78,NY,-9806,https://linkedin.com/company/company_494,First141,Last206,Founder,https://linkedin.com/in/first141last206,-4302,first141.last206@company_494.com,LinkedIn,1
Company_495,www.company_495.com,Manufacturing,Online Courses,B2B,1828,4113582,1993,A+,500 Main St,City_41,NY,-6653,https://linkedin.com/company/company_495,First798,Last83,VP Sales,https://linkedin.com/in/first798last83,-6446,first798.last83@company_495.com,Cold Email,0
Company_496,www.company_496.com,Retail,Consulting,B2C,620,30171551,1992,A,964 Main St,City_31,CA,-6908,https://linkedin.com/company/company_496,First463,Last281,CTO,https://linkedin.com/in/first463last281,-3627,first463.last281@company_496.com,Ad Campaign,0
Company_497,www.company_497.com,Manufacturing,Consulting,B2C,940,83441196,1984,B,744 Main St,City_73,CA,-10094,https://linkedin.com/company/company_497,First133,Last630,VP Sales,https://linkedin.com/in/first133last630,-7427,first133.last630@company_497.com,Website,1
Company_498,www.company_498.com,Finance,Online Courses,B2C,76,5319574,1950,D,823 Main St,City_44,IL,-10414,https://linkedin.com/company/company_498,First5,Last39,Marketing Director,https://linkedin.com/in/first5last39,-6149,first5.last39@company_498.com,Ad Campaign,0
Company_499,www.company_499.com,Retail,Medical Equipment,B2B,1758,14323887,1969,C,657 Main St,City_67,FL,-9889,https://linkedin.com/company/company_499,First196,Last19,CEO,https://linkedin.com/in/first196last19,-7405,first196.last19@company_499.com,Website,0
Company_500,www.company_500.com,Retail,Consulting,B2B,856,11865788,2000,A,772 Main St,City_3,TX,-7654,https://linkedin.com/company/company_500,First320,Last133,CEO,https://linkedin.com/in/first320last133,-3409,first320.last133@company_500.com,LinkedIn,1
Company_501,www.company_501.com,Manufacturing,Financial Services,B2C,1707,84658066,1968,A+,201 Main St,City_91,CA,-10897,https://linkedin.com/company/company_501,First306,Last972,Founder,https://linkedin.com/in/first306last972,-3325,first306.last972@company_501.com,LinkedIn,1
Company_502,www.company_502.com,Retail,Financial Services,B2C,1977,65634828,1992,A,310 Main St,City_72,NY,-3064,https://linkedin.com/company/company_502,First351,Last924,VP Sales,https://linkedin.com/in/first351last924,-2874,first351.last924@company_502.com,Cold Email,1
Company_503,www.company_503.com,Healthcare,Consulting,B2C,141,85643663,1988,A+,534 Main St,City_12,NY,-3645,https://linkedin.com/company/company_503,First745,Last135,CTO,https://linkedin.com/in/first745last135,-4562,first745.last135@company_503.com,Website,0
Company_504,www.company_504.com,Technology,Financial Services,B2B,1476,10029645,1991,A+,319 Main St,City_65,CA,-3762,https://linkedin.com/company/company_504,First385,Last898,Founder,https://linkedin.com/in/first385last898,-4101,first385.last898@company_504.com,Webinar,1
Company_505,www.company_505.com,Manufacturing,Software,B2B,271,6479878,2010,A,423 Main St,City_25,CA,-10839,https://linkedin.com/company/company_505,First50,Last707,CEO,https://linkedin.com/in/first50last707,-7929,first50.last707@company_505.com,LinkedIn,1
Company_506,www.company_506.com,Finance,Online Courses,B2B,604,76798319,1962,A,700 Main St,City_54,IL,-7542,https://linkedin.com/company/company_506,First719,Last157,CTO,https://linkedin.com/in/first719last157,-10066,first719.last157@company_506.com,Website,1
Company_507,www.company_507.com,Retail,Consumer Goods,B2B,1376,82656904,1994,A+,890 Main St,City_28,CA,-10815,https://linkedin.com/company/company_507,First679,Last533,Founder,https://linkedin.com/in/first679last533,-8797,first679.last533@company_507.com,Webinar,1
Company_508,www.company_508.com,Manufacturing,Consumer Goods,B2B,338,8055229,1966,A,819 Main St,City_30,CA,-6570,https://linkedin.com/company/company_508,First524,Last737,Marketing Director,https://linkedin.com/in/first524last737,-2844,first524.last737@company_508.com,Referral,1
Company_509,www.company_509.com,Education,Software,B2B,511,14875854,2002,A,675 Main St,City_38,FL,-7964,https://linkedin.com/company/company_509,First205,Last797,Founder,https://linkedin.com/in/first205last797,-3398,first205.last797@company_509.com,Webinar,1
Company_510,www.company_510.com,Healthcare,Medical Equipment,B2C,1469,34703398,1999,A+,841 Main St,City_91,CA,-5250,https://linkedin.com/company/company_510,First562,Last509,CTO,https://linkedin.com/in/first562last509,-3672,first562.last509@company_510.com,Website,0
Company_511,www.company_511.com,Finance,Medical Equipment,B2B,431,46049429,1953,A+,612 Main St,City_71,CA,-6239,https://linkedin.com/company/company_511,First929,Last114,Marketing Director,https://linkedin.com/in/first929last114,-3401,first929.last114@company_511.com,Website,0
Company_512,www.company_512.com,Finance,Consulting,B2B,1974,72170778,1992,B,382 Main St,City_32,CA,-7695,https://linkedin.com/company/company_512,First741,Last741,CEO,https://linkedin.com/in/first741last741,-10868,first741.last741@company_512.com,Cold Email,0
Company_513,www.company_513.com,Retail,Consulting,B2C,1059,8388515,1986,D,628 Main St,City_39,TX,-5255,https://linkedin.com/company/company_513,First271,Last476,CEO,https://linkedin.com/in/first271last476,-3710,first271.last476@company_513.com,Referral,0
Company_514,www.company_514.com,Healthcare,Software,B2C,112,41066411,1985,A+,629 Main St,City_90,TX,-3623,https://linkedin.com/company/company_514,First437,Last757,CEO,https://linkedin.com/in/first437last757,-2148,first437.last757@company_514.com,Referral,0
Company_515,www.company_515.com,Technology,Software,B2B,1118,89879948,1955,A,681 Main St,City_44,NY,-5218,https://linkedin.com/company/company_515,First337,Last367,VP Sales,https://linkedin.com/in/first337last367,-9250,first337.last367@company_515.com,Webinar,0
Company_516,www.company_516.com,Education,Consumer Goods,B2B,1789,86279753,1982,A+,328 Main St,City_12,TX,-11035,https://linkedin.com/company/company_516,First188,Last117,VP Sales,https://linkedin.com/in/first188last117,-2270,first188.last117@company_516.com,LinkedIn,1
Company_517,www.company_517.com,Finance,Medical Equipment,B2C,1569,18966922,2011,A,216 Main St,City_15,IL,-8265,https://linkedin.com/company/company_517,First820,Last432,CTO,https://linkedin.com/in/first820last432,-10719,first820.last432@company_517.com,Referral,0
Company_518,www.company_518.com,Healthcare,Consumer Goods,B2B,1711,93865329,1987,D,520 Main St,City_58,NY,-6843,https://linkedin.com/company/company_518,First107,Last427,Marketing Director,https://linkedin.com/in/first107last427,-9558,first107.last427@company_518.com,LinkedIn,1
Company_519,www.company_519.com,Manufacturing,Consumer Goods,B2C,1478,57791307,1955,A+,525 Main St,City_25,IL,-7767,https://linkedin.com/company/company_519,First798,Last368,Marketing Director,https://linkedin.com/in/first798last368,-8002,first798.last368@company_519.com,Referral,0
Company_520,www.company_520.com,Retail,Consumer Goods,B2B,224,61650770,1998,A,364 Main St,City_58,IL,-8847,https://linkedin.com/company/company_520,First116,Last909,VP Sales,https://linkedin.com/in/first116last909,-8050,first116.last909@company_520.com,LinkedIn,1
Company_521,www.company_521.com,Technology,Software,B2C,1471,34556905,1988,A,989 Main St,City_15,CA,-7705,https://linkedin.com/company/company_521,First722,Last890,Marketing Director,https://linkedin.com/in/first722last890,-4709,first722.last890@company_521.com,Website,1
Company_522,www.company_522.com,Manufacturing,Consumer Goods,B2B,39,85570725,1961,D,722 Main St,City_38,TX,-5273,https://linkedin.com/company/company_522,First532,Last536,Marketing Director,https://linkedin.com/in/first532last536,-10370,first532.last536@company_522.com,Referral,0
Company_523,www.company_523.com,Finance,Consumer Goods,B2B,1719,37275852,1957,A,954 Main St,City_16,IL,-5292,https://linkedin.com/company/company_523,First153,Last860,Marketing Director,https://linkedin.com/in/first153last860,-8511,first153.last860@company_523.com,Webinar,0
Company_524,www.company_524.com,Technology,Software,B2B,1021,48603110,1964,A,938 Main St,City_98,IL,-8668,https://linkedin.com/company/company_524,First873,Last508,CTO,https://linkedin.com/in/first873last508,-3939,first873.last508@company_524.com,Referral,0
Company_525,www.company_525.com,Finance,Medical Equipment,B2B,1650,72162663,2005,A+,468 Main St,City_89,TX,-3204,https://linkedin.com/company/company_525,First52,Last520,CTO,https://linkedin.com/in/first52last520,-5976,first52.last520@company_525.com,Webinar,1
Company_526,www.company_526.com,Retail,Online Courses,B2C,893,89243466,1955,B,526 Main St,City_25,CA,-3736,https://linkedin.com/company/company_526,First471,Last455,Marketing Director,https://linkedin.com/in/first471last455,-3512,first471.last455@company_526.com,LinkedIn,0
Company_527,www.company_527.com,Technology,Online Courses,B2C,183,80186071,1976,A+,771 Main St,City_9,IL,-9132,https://linkedin.com/company/company_527,First764,Last670,CEO,https://linkedin.com/in/first764last670,-7349,first764.last670@company_527.com,Referral,1
Company_528,www.company_528.com,Finance,Online Courses,B2B,926,24193575,1955,A,891 Main St,City_48,CA,-5630,https://linkedin.com/company/company_528,First846,Last94,Marketing Director,https://linkedin.com/in/first846last94,-3584,first846.last94@company_528.com,Webinar,0
Company_529,www.company_529.com,Retail,Medical Equipment,B2B,854,91564769,1994,A,469 Main St,City_47,IL,-3110,https://linkedin.com/company/company_529,First974,Last350,Founder,https://linkedin.com/in/first974last350,-3206,first974.last350@company_529.com,Referral,0
Company_530,www.company_530.com,Healthcare,Online Courses,B2C,1175,53455494,2002,A,637 Main St,City_14,FL,-6786,https://linkedin.com/company/company_530,First615,Last485,Founder,https://linkedin.com/in/first615last485,-10417,first615.last485@company_530.com,Website,0
Company_531,www.company_531.com,Finance,Software,B2B,1878,52156502,2009,B,798 Main St,City_33,NY,-5825,https://linkedin.com/company/company_531,First3,Last350,Founder,https://linkedin.com/in/first3last350,-7141,first3.last350@company_531.com,Website,1
Company_532,www.company_532.com,Education,Financial Services,B2C,1511,95210311,1987,B,944 Main St,City_87,CA,-8840,https://linkedin.com/company/company_532,First919,Last169,VP Sales,https://linkedin.com/in/first919last169,-6695,first919.last169@company_532.com,Ad Campaign,0
Company_533,www.company_533.com,Retail,Consumer Goods,B2C,844,10780555,2004,A+,313 Main St,City_85,FL,-8775,https://linkedin.com/company/company_533,First201,Last193,CEO,https://linkedin.com/in/first201last193,-6509,first201.last193@company_533.com,LinkedIn,1
Company_534,www.company_534.com,Healthcare,Online Courses,B2B,1371,64750154,1972,B,451 Main St,City_30,CA,-6006,https://linkedin.com/company/company_534,First776,Last425,CEO,https://linkedin.com/in/first776last425,-5811,first776.last425@company_534.com,Website,0
Company_535,www.company_535.com,Retail,Financial Services,B2B,619,95541814,1994,B,565 Main St,City_88,IL,-6913,https://linkedin.com/company/company_535,First469,Last675,Marketing Director,https://linkedin.com/in/first469last675,-3087,first469.last675@company_535.com,Webinar,1
Company_536,www.company_536.com,Healthcare,Online Courses,B2B,351,48042277,1958,A,344 Main St,City_57,CA,-9786,https://linkedin.com/company/company_536,First567,Last958,VP Sales,https://linkedin.com/in/first567last958,-8377,first567.last958@company_536.com,Webinar,1
Company_537,www.company_537.com,Finance,Financial Services,B2B,32,58974792,2015,A,636 Main St,City_58,NY,-4173,https://linkedin.com/company/company_537,First749,Last835,CTO,https://linkedin.com/in/first749last835,-8941,first749.last835@company_537.com,Referral,0
Company_538,www.company_538.com,Finance,Consumer Goods,B2C,1969,26684138,1963,A,933 Main St,City_40,IL,-10523,https://linkedin.com/company/company_538,First429,Last624,CTO,https://linkedin.com/in/first429last624,-7427,first429.last624@company_538.com,Cold Email,0
Company_539,www.company_539.com,Finance,Medical Equipment,B2C,1269,76967443,1984,A,801 Main St,City_1,NY,-6382,https://linkedin.com/company/company_539,First142,Last423,Marketing Director,https://linkedin.com/in/first142last423,-5367,first142.last423@company_539.com,Website,0
Company_540,www.company_540.com,Retail,Financial Services,B2C,1766,8554364,1968,B,822 Main St,City_25,FL,-7525,https://linkedin.com/company/company_540,First882,Last322,Marketing Director,https://linkedin.com/in/first882last322,-9888,first882.last322@company_540.com,Website,0
Company_541,www.company_541.com,Healthcare,Consulting,B2B,934,47965579,2004,A,501 Main St,City_34,TX,-10671,https://linkedin.com/company/company_541,First704,Last354,CTO,https://linkedin.com/in/first704last354,-7617,first704.last354@company_541.com,Website,1
Company_542,www.company_542.com,Retail,Consulting,B2C,877,82026191,1988,B,386 Main St,City_10,TX,-10960,https://linkedin.com/company/company_542,First576,Last492,Marketing Director,https://linkedin.com/in/first576last492,-7029,first576.last492@company_542.com,Webinar,0
Company_543,www.company_543.com,Retail,Consumer Goods,B2C,19,53577891,2012,A,267 Main St,City_9,FL,-8252,https://linkedin.com/company/company_543,First293,Last899,VP Sales,https://linkedin.com/in/first293last899,-2065,first293.last899@company_543.com,Referral,1
Company_544,www.company_544.com,Manufacturing,Software,B2B,1917,48080339,2018,A+,346 Main St,City_5,CA,-2686,https://linkedin.com/company/company_544,First687,Last58,CTO,https://linkedin.com/in/first687last58,-5144,first687.last58@company_544.com,Cold Email,1
Company_545,www.company_545.com,Healthcare,Medical Equipment,B2C,1649,6145001,2010,A+,194 Main St,City_8,CA,-9293,https://linkedin.com/company/company_545,First708,Last804,Founder,https://linkedin.com/in/first708last804,-3626,first708.last804@company_545.com,Ad Campaign,1
Company_546,www.company_546.com,Manufacturing,Software,B2C,489,56472732,1991,B,263 Main St,City_13,CA,-9689,https://linkedin.com/company/company_546,First631,Last889,Marketing Director,https://linkedin.com/in/first631last889,-1776,first631.last889@company_546.com,Ad Campaign,0
Company_547,www.company_547.com,Retail,Consumer Goods,B2C,1852,95406518,1989,A+,931 Main St,City_85,TX,-2195,https://linkedin.com/company/company_547,First710,Last681,CEO,https://linkedin.com/in/first710last681,-8361,first710.last681@company_547.com,LinkedIn,1
Company_548,www.company_548.com,Finance,Online Courses,B2C,792,79794571,2004,D,308 Main St,City_2,CA,-2606,https://linkedin.com/company/company_548,First14,Last762,Founder,https://linkedin.com/in/first14last762,-3283,first14.last762@company_548.com,Ad Campaign,1
Company_549,www.company_549.com,Manufacturing,Online Courses,B2B,1127,91224305,2013,C,424 Main St,City_83,TX,-9849,https://linkedin.com/company/company_549,First774,Last603,Marketing Director,https://linkedin.com/in/first774last603,-3948,first774.last603@company_549.com,Website,0
Company_550,www.company_550.com,Manufacturing,Consulting,B2B,388,12996471,2017,A+,114 Main St,City_89,NY,-8562,https://linkedin.com/company/company_550,First700,Last77,CTO,https://linkedin.com/in/first700last77,-4851,first700.last77@company_550.com,Ad Campaign,0
Company_551,www.company_551.com,Retail,Financial Services,B2B,1570,28962768,1965,A+,210 Main St,City_51,IL,-9241,https://linkedin.com/company/company_551,First286,Last570,Founder,https://linkedin.com/in/first286last570,-4244,first286.last570@company_551.com,Ad Campaign,0
Company_552,www.company_552.com,Healthcare,Financial Services,B2C,1183,16565417,1983,A+,647 Main St,City_25,IL,-4111,https://linkedin.com/company/company_552,First727,Last960,CTO,https://linkedin.com/in/first727last960,-7648,first727.last960@company_552.com,Referral,1
Company_553,www.company_553.com,Healthcare,Medical Equipment,B2B,690,89113399,1975,B,482 Main St,City_98,FL,-7688,https://linkedin.com/company/company_553,First864,Last678,Founder,https://linkedin.com/in/first864last678,-2564,first864.last678@company_553.com,LinkedIn,1
Company_554,www.company_554.com,Manufacturing,Financial Services,B2C,1212,72568326,2008,A+,427 Main St,City_51,TX,-5894,https://linkedin.com/company/company_554,First539,Last226,CTO,https://linkedin.com/in/first539last226,-5551,first539.last226@company_554.com,Webinar,0
Company_555,www.company_555.com,Technology,Financial Services,B2B,1228,92326871,2017,A,134 Main St,City_3,FL,-2807,https://linkedin.com/company/company_555,First414,Last95,Founder,https://linkedin.com/in/first414last95,-3753,first414.last95@company_555.com,Ad Campaign,1
Company_556,www.company_556.com,Healthcare,Consumer Goods,B2C,971,36165451,1990,A+,222 Main St,City_75,TX,-11261,https://linkedin.com/company/company_556,First224,Last974,Marketing Director,https://linkedin.com/in/first224last974,-4468,first224.last974@company_556.com,Webinar,1
Company_557,www.company_557.com,Finance,Financial Services,B2B,387,36392816,1997,A+,488 Main St,City_48,TX,-1795,https://linkedin.com/company/company_557,First457,Last247,Marketing Director,https://linkedin.com/in/first457last247,-11132,first457.last247@company_557.com,Webinar,0
Company_558,www.company_558.com,Healthcare,Software,B2C,451,77990927,2010,A+,514 Main St,City_95,CA,-8843,https://linkedin.com/company/company_558,First396,Last263,Marketing Director,https://linkedin.com/in/first396last263,-6562,first396.last263@company_558.com,Website,1
Company_559,www.company_559.com,Education,Software,B2C,1107,26067642,1964,A,661 Main St,City_36,FL,-5882,https://linkedin.com/company/company_559,First457,Last499,CEO,https://linkedin.com/in/first457last499,-7354,first457.last499@company_559.com,Cold Email,1
Company_560,www.company_560.com,Retail,Consulting,B2C,988,38067335,2010,A,355 Main St,City_94,CA,-9758,https://linkedin.com/company/company_560,First172,Last995,Marketing Director,https://linkedin.com/in/first172last995,-5918,first172.last995@company_560.com,Webinar,1
Company_561,www.company_561.com,Technology,Consumer Goods,B2B,893,66012156,2020,A+,576 Main St,City_31,NY,-7311,https://linkedin.com/company/company_561,First886,Last702,VP Sales,https://linkedin.com/in/first886last702,-6038,first886.last702@company_561.com,Referral,1
Company_562,www.company_562.com,Healthcare,Financial Services,B2C,761,22104757,1984,A,584 Main St,City_16,CA,-5336,https://linkedin.com/company/company_562,First765,Last703,CTO,https://linkedin.com/in/first765last703,-10728,first765.last703@company_562.com,Referral,1
Company_563,www.company_563.com,Finance,Consumer Goods,B2C,1160,55396596,1988,A+,581 Main St,City_94,CA,-8648,https://linkedin.com/company/company_563,First56,Last183,Founder,https://linkedin.com/in/first56last183,-3477,first56.last183@company_563.com,Webinar,1
Company_564,www.company_564.com,Technology,Financial Services,B2B,1193,72006791,2018,C,525 Main St,City_57,IL,-10338,https://linkedin.com/company/company_564,First398,Last462,VP Sales,https://linkedin.com/in/first398last462,-10044,first398.last462@company_564.com,LinkedIn,0
Company_565,www.company_565.com,Education,Software,B2C,1467,12334908,1987,A,350 Main St,City_97,FL,-9158,https://linkedin.com/company/company_565,First7,Last657,Marketing Director,https://linkedin.com/in/first7last657,-2701,first7.last657@company_565.com,Referral,1
Company_566,www.company_566.com,Retail,Financial Services,B2B,1288,21926641,1976,B,782 Main St,City_59,CA,-3030,https://linkedin.com/company/company_566,First367,Last951,Marketing Director,https://linkedin.com/in/first367last951,-9731,first367.last951@company_566.com,Referral,0
Company_567,www.company_567.com,Education,Consumer Goods,B2C,1492,59742657,2005,A,724 Main St,City_13,TX,-4396,https://linkedin.com/company/company_567,First784,Last949,VP Sales,https://linkedin.com/in/first784last949,-9901,first784.last949@company_567.com,LinkedIn,0
Company_568,www.company_568.com,Finance,Consumer Goods,B2B,430,10631792,1967,A,281 Main St,City_30,FL,-6604,https://linkedin.com/company/company_568,First226,Last140,VP Sales,https://linkedin.com/in/first226last140,-8494,first226.last140@company_568.com,Webinar,1
Company_569,www.company_569.com,Education,Consumer Goods,B2B,1803,19725255,2019,A+,569 Main St,City_65,TX,-10002,https://linkedin.com/company/company_569,First981,Last973,CEO,https://linkedin.com/in/first981last973,-4262,first981.last973@company_569.com,Webinar,0
Company_570,www.company_570.com,Manufacturing,Consulting,B2B,1874,64573608,1996,A+,943 Main St,City_42,FL,-5527,https://linkedin.com/company/company_570,First611,Last404,Marketing Director,https://linkedin.com/in/first611last404,-2380,first611.last404@company_570.com,Webinar,1
Company_571,www.company_571.com,Technology,Medical Equipment,B2B,1412,24523854,2020,B,182 Main St,City_86,TX,-10720,https://linkedin.com/company/company_571,First217,Last423,Marketing Director,https://linkedin.com/in/first217last423,-8811,first217.last423@company_571.com,Ad Campaign,0
Company_572,www.company_572.com,Healthcare,Consulting,B2B,463,80243858,1990,A,653 Main St,City_98,TX,-4057,https://linkedin.com/company/company_572,First199,Last118,CTO,https://linkedin.com/in/first199last118,-10671,first199.last118@company_572.com,Website,1
Company_573,www.company_573.com,Manufacturing,Software,B2C,402,76410998,2005,A,377 Main St,City_67,CA,-10734,https://linkedin.com/company/company_573,First298,Last688,CEO,https://linkedin.com/in/first298last688,-10218,first298.last688@company_573.com,Cold Email,0
Company_574,www.company_574.com,Technology,Consulting,B2C,901,37681619,2019,D,420 Main St,City_51,TX,-10996,https://linkedin.com/company/company_574,First132,Last688,CTO,https://linkedin.com/in/first132last688,-8830,first132.last688@company_574.com,Referral,0
Company_575,www.company_575.com,Education,Financial Services,B2B,69,10689887,1992,C,372 Main St,City_59,TX,-6134,https://linkedin.com/company/company_575,First498,Last462,Founder,https://linkedin.com/in/first498last462,-4372,first498.last462@company_575.com,Webinar,1
